№пп,"Путь к странице","ID товара","Посещения Январь","Посещения Февраль","Посещения Март","Посещения Апрель","Посещения Май","Посещения Июнь","Посещения Июль","Посещения Август","Посещения Сентябрь","Посещения Октябрь","Посещения Ноябрь","Посещения Декабрь"
11,/msk/,ID1003,"=""0/0""","=""0/0""","=""0/0""","=""0/0""","=""0/0""","=""0/0""","=""0/0""","=""1/1""","=""0/0""","=""0/0""","=""0/0""","=""0/0"""
12,/msk/,ID1009,"=""0/0""","=""0/0""","=""0/0""","=""0/0""","=""0/0""","=""0/0""","=""0/0""","=""1/1""","=""0/0""","=""0/0""","=""0/0""","=""0/0"""
